food_category,food_department,food_family,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,promotion_name,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home,brand_name,SRP,gross_weight,net_weight,recyclable_package,low_fat,units_per_case,store_type,store_city,store_state,store_sqft,grocery_sqft,frozen_sqft,meat_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,media_type,cost
Dairy,Dairy,Food,10.14,3.8532,3.0,Price Destroyers,M,F,1.0,High School Degree,Bronze,Skilled Manual,Y,2.0,$30K - $50K,1.0,Club,3.38,17.0,15.0,0.0,0.0,30.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Radio,112.49
Vegetables,Produce,Food,2.07,0.8901,3.0,Price Destroyers,S,F,3.0,High School Degree,Bronze,Manual,Y,2.0,$30K - $50K,0.0,High Top,0.69,12.3,11.3,0.0,0.0,17.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Sunday Paper,121.44
Candy,Snacks,Food,6.32,2.9704,2.0,Dollar Days,S,M,2.0,Bachelors Degree,Bronze,Professional,Y,3.0,$50K - $70K,0.0,Atomic,3.16,7.79,5.78,1.0,1.0,33.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,"Daily Paper, Radio",138.81
Beer and Wine,Alcoholic Beverages,Drink,1.95,0.7605,3.0,Two Day Sale,S,M,2.0,Partial College,Bronze,Clerical,N,3.0,$30K - $50K,0.0,Pearl,0.65,16.2,15.2,0.0,0.0,2.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Radio,91.28
Bread,Baked Goods,Food,6.0,1.86,4.0,Super Duper Savers,M,M,4.0,Graduate Degree,Bronze,Management,N,2.0,$130K - $150K,2.0,Fantastic,1.5,7.94,4.94,1.0,0.0,28.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Cash Register Handout,129.5
Starchy Foods,Starchy Foods,Food,5.12,2.0992,2.0,I Cant Believe It Sale,S,F,4.0,High School Degree,Bronze,Skilled Manual,N,2.0,$30K - $50K,0.0,Colossal,2.56,8.6,6.6,0.0,1.0,10.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Product Attachment,69.47
Canned Soup,Canned Foods,Food,3.68,1.6928,2.0,Save-It Sale,M,F,0.0,Graduate Degree,Bronze,Management,N,3.0,$70K - $90K,0.0,Bravo,1.84,9.0,6.0,0.0,0.0,19.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Daily Paper,81.79
Electrical,Household,Non-Consumable,5.8,1.914,4.0,Sales Galore,M,F,1.0,Partial College,Bronze,Manual,Y,2.0,$30K - $50K,0.0,Cormorant,1.45,16.9,15.8,1.0,0.0,2.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Product Attachment,149.08
Canned Soup,Canned Foods,Food,7.96,2.8656,2.0,I Cant Believe It Sale,S,F,2.0,High School Degree,Bronze,Management,Y,3.0,$90K - $110K,0.0,Better,3.98,7.47,5.46,0.0,0.0,8.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Product Attachment,69.47
Snack Foods,Snack Foods,Food,1.02,0.408,2.0,You Save Days,S,M,4.0,Bachelors Degree,Silver,Management,N,4.0,$70K - $90K,0.0,Fast,0.51,12.3,11.3,1.0,1.0,26.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Bulk Mail,131.81
Snack Foods,Snack Foods,Food,19.4,8.536,5.0,Weekend Markdown,S,F,4.0,Partial College,Bronze,Clerical,Y,3.0,$30K - $50K,0.0,Nationeel,3.88,10.6,8.6,0.0,1.0,28.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio",69.63
Bread,Baked Goods,Food,7.89,3.8661,3.0,Saving Days,S,M,4.0,Partial High School,Normal,Skilled Manual,Y,1.0,$10K - $30K,0.0,Great,2.63,10.1,8.1,1.0,1.0,28.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Street Handout,67.31
Snack Foods,Snack Foods,Food,2.66,0.9576,2.0,Save-It Sale,S,M,2.0,Partial High School,Normal,Manual,N,1.0,$10K - $30K,0.0,Nationeel,1.33,7.17,6.17,0.0,1.0,18.0,Small Grocery,Bellingham,WA,28206.0,22271.0,3561.0,2374.0,1.0,0.0,0.0,0.0,0.0,In-Store Coupon,52.42
Fruit,Canned Products,Food,4.68,1.872,4.0,Save-It Sale,M,M,3.0,High School Degree,Bronze,Manual,N,4.0,$30K - $50K,1.0,Big City,1.17,17.8,16.7,1.0,0.0,33.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,"Daily Paper, Radio",64.84
Pain Relievers,Health and Hygiene,Non-Consumable,5.49,1.7019,3.0,Super Savers,S,F,1.0,High School Degree,Bronze,Management,Y,3.0,$110K - $130K,0.0,Consolidated,1.83,13.6,11.6,1.0,0.0,15.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Cash Register Handout,71.51
Paper Products,Household,Non-Consumable,7.76,3.6472,4.0,Green Light Days,S,M,0.0,High School Degree,Normal,Skilled Manual,N,2.0,$30K - $50K,0.0,Cormorant,1.94,6.95,4.94,1.0,0.0,28.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Cash Register Handout,139.19
Pain Relievers,Health and Hygiene,Non-Consumable,11.32,3.7356,4.0,You Save Days,M,F,0.0,Partial High School,Normal,Skilled Manual,N,0.0,$10K - $30K,0.0,Steady,2.83,11.8,9.8,1.0,0.0,18.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Bulk Mail,131.81
Snack Foods,Snack Foods,Food,5.55,2.3865,3.0,Price Savers,M,F,4.0,Partial College,Bronze,Professional,Y,4.0,$70K - $90K,0.0,Nationeel,1.85,10.4,7.39,1.0,1.0,18.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,"Sunday Paper, Radio",111.7
Frozen Entrees,Frozen Foods,Food,7.35,3.1605,3.0,Dollar Cutters,S,F,0.0,Bachelors Degree,Bronze,Professional,Y,1.0,$50K - $70K,0.0,Imagine,2.45,14.4,13.3,1.0,1.0,32.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio, TV",135.5
Vegetables,Frozen Foods,Food,3.78,1.8522,2.0,One Day Sale,M,M,2.0,Bachelors Degree,Bronze,Professional,Y,4.0,$50K - $70K,1.0,Imagine,1.89,17.1,15.1,0.0,1.0,26.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,In-Store Coupon,93.07
Dairy,Dairy,Drink,1.32,0.66,2.0,One Day Sale,S,F,4.0,Bachelors Degree,Bronze,Professional,Y,1.0,$50K - $70K,0.0,Carlson,0.66,9.78,7.77,1.0,0.0,13.0,Small Grocery,San Francisco,CA,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,Street Handout,119.62
Breakfast Foods,Breakfast Foods,Food,9.4,3.196,4.0,Weekend Markdown,M,F,3.0,High School Degree,Golden,Management,N,3.0,$110K - $130K,3.0,Johnson,2.35,21.2,19.2,0.0,1.0,6.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Street Handout,53.37
Meat,Deli,Food,9.64,4.338,4.0,One Day Sale,S,M,1.0,Bachelors Degree,Silver,Professional,Y,4.0,$50K - $70K,0.0,Moms,2.41,17.7,16.7,1.0,0.0,14.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio, TV",85.88
Bathroom Products,Health and Hygiene,Non-Consumable,3.94,1.3002,2.0,Sales Days,M,M,5.0,Partial High School,Bronze,Management,Y,3.0,$70K - $90K,2.0,Consolidated,1.97,12.5,10.5,0.0,0.0,13.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,Bulk Mail,116.74
Snack Foods,Snack Foods,Food,15.95,6.5395,5.0,Free For All,S,M,3.0,Partial High School,Normal,Skilled Manual,N,2.0,$10K - $30K,0.0,Best Choice,3.19,20.3,19.2,1.0,0.0,36.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio",126.24
Fruit,Produce,Food,5.48,2.6304,2.0,Two for One,S,F,2.0,Partial High School,Normal,Manual,Y,2.0,$10K - $30K,0.0,Tell Tale,2.74,9.85,7.85,0.0,0.0,10.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Daily Paper,68.97
Hygiene,Health and Hygiene,Non-Consumable,2.56,1.024,2.0,Super Savers,S,F,1.0,Bachelors Degree,Bronze,Professional,Y,3.0,$70K - $90K,0.0,Consolidated,1.28,11.6,9.6,1.0,0.0,2.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Cash Register Handout,71.51
Meat,Deli,Food,3.12,1.248,2.0,Super Duper Savers,S,F,4.0,Bachelors Degree,Bronze,Professional,N,3.0,$50K - $70K,0.0,Moms,1.56,11.3,9.3,0.0,0.0,5.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,Daily Paper,100.91
Cleaning Supplies,Household,Non-Consumable,1.86,0.6324,2.0,Super Duper Savers,M,M,3.0,Bachelors Degree,Bronze,Professional,Y,2.0,$70K - $90K,0.0,Red Wing,0.93,14.0,12.0,0.0,0.0,3.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Cash Register Handout,129.5
Meat,Deli,Food,1.92,0.8256,3.0,Dollar Cutters,M,M,3.0,High School Degree,Golden,Professional,Y,3.0,$130K - $150K,3.0,Lake,0.64,7.79,5.78,1.0,1.0,8.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,"Sunday Paper, Radio",136.74
Dairy,Dairy,Food,11.84,5.0912,4.0,Unbeatable Price Savers,S,M,3.0,Partial High School,Normal,Manual,Y,1.0,$10K - $30K,0.0,Gorilla,2.96,8.58,6.57,1.0,0.0,16.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Bulk Mail,66.78
Vegetables,Produce,Food,7.48,2.244,2.0,Super Duper Savers,S,M,2.0,High School Degree,Normal,Skilled Manual,Y,2.0,$50K - $70K,0.0,Hermanos,3.74,13.1,12.1,0.0,1.0,21.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Cash Register Handout,129.5
Dairy,Dairy,Food,11.85,3.792,3.0,Dollar Cutters,S,F,1.0,Partial High School,Normal,Skilled Manual,N,1.0,$10K - $30K,0.0,Club,3.95,9.95,7.94,0.0,1.0,36.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,"Sunday Paper, Radio",136.74
Bathroom Products,Household,Non-Consumable,0.83,0.3818,1.0,You Save Days,S,M,4.0,Bachelors Degree,Bronze,Professional,N,1.0,$50K - $70K,0.0,Red Wing,0.83,9.93,7.93,0.0,0.0,17.0,Small Grocery,San Francisco,CA,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,In-Store Coupon,95.25
Dairy,Dairy,Food,2.72,0.952,4.0,Save-It Sale,M,F,4.0,Partial High School,Normal,Skilled Manual,Y,2.0,$10K - $30K,0.0,Booker,0.68,12.2,10.1,0.0,0.0,6.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Sunday Paper,139.37
Jams and Jellies,Baking Goods,Food,2.7,1.296,3.0,Shelf Clearing Days,M,F,0.0,Partial High School,Normal,Manual,Y,0.0,$10K - $30K,0.0,Super,0.9,17.4,14.3,0.0,1.0,26.0,Supermarket,Bremerton,WA,39696.0,24390.0,9184.0,6122.0,0.0,0.0,1.0,1.0,0.0,Sunday Paper,106.1
Paper Products,Household,Non-Consumable,2.13,0.9798,3.0,High Roller Savings,M,F,2.0,Graduate Degree,Bronze,Professional,Y,2.0,$70K - $90K,0.0,Cormorant,0.71,10.6,7.6,1.0,0.0,32.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Daily Paper,101.84
Meat,Meat,Food,5.22,2.2446,2.0,Free For All,S,F,1.0,Graduate Degree,Bronze,Professional,Y,2.0,$70K - $90K,0.0,Quick,2.61,20.9,17.8,1.0,0.0,6.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Daily Paper,52.06
Jams and Jellies,Baking Goods,Food,5.16,2.2704,2.0,Sales Days,M,M,2.0,Partial High School,Bronze,Manual,N,4.0,$50K - $70K,1.0,Super,2.58,13.6,11.6,1.0,1.0,32.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,Bulk Mail,116.74
Candles,Household,Non-Consumable,5.22,1.9314,3.0,Free For All,S,F,2.0,High School Degree,Bronze,Manual,N,3.0,$30K - $50K,0.0,Red Wing,1.74,10.6,9.6,1.0,0.0,5.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio",126.24
Jams and Jellies,Baking Goods,Food,5.91,1.9503,3.0,Bag Stuffers,S,F,5.0,Bachelors Degree,Normal,Professional,Y,1.0,$70K - $90K,0.0,BBB Best,1.97,6.97,3.96,0.0,1.0,10.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio",126.62
Packaged Vegetables,Produce,Food,6.64,2.0584,4.0,Two for One,S,F,2.0,High School Degree,Bronze,Manual,Y,4.0,$30K - $50K,0.0,Tri-State,1.66,13.6,11.6,0.0,0.0,23.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Daily Paper,68.97
Candy,Snacks,Food,1.58,0.6636,1.0,Price Winners,M,M,0.0,Bachelors Degree,Bronze,Professional,Y,2.0,$50K - $70K,0.0,Thresher,1.58,10.3,8.3,1.0,0.0,7.0,Small Grocery,San Francisco,CA,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,Cash Register Handout,69.24
Electrical,Household,Non-Consumable,6.26,2.0658,2.0,Big Promo,S,M,0.0,High School Degree,Normal,Management,Y,2.0,$110K - $130K,0.0,High Quality,3.13,19.3,18.2,1.0,0.0,29.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Sunday Paper,51.12
Snack Foods,Snack Foods,Food,12.56,4.396,4.0,Price Savers,S,F,2.0,High School Degree,Bronze,Professional,N,2.0,$110K - $130K,0.0,Fast,3.14,13.1,12.1,1.0,0.0,34.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,"Sunday Paper, Radio",111.7
Snack Foods,Snack Foods,Food,3.04,0.912,4.0,Two Day Sale,S,F,5.0,High School Degree,Bronze,Manual,Y,3.0,$30K - $50K,0.0,Horatio,0.76,12.4,10.3,0.0,0.0,8.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Radio,91.28
Paper Products,Household,Non-Consumable,10.68,4.3788,3.0,Price Savers,S,M,5.0,High School Degree,Bronze,Manual,N,3.0,$30K - $50K,0.0,Red Wing,3.56,15.6,14.6,1.0,0.0,20.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Street Handout,115.13
Baking Goods,Baking Goods,Food,9.44,4.1536,4.0,Wallet Savers,S,M,2.0,Partial High School,Bronze,Manual,N,3.0,$30K - $50K,0.0,Landslide,2.36,21.2,20.2,1.0,0.0,31.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio, TV",79.95
Snack Foods,Snack Foods,Food,0.95,0.3895,1.0,Dimes Off,M,M,1.0,Partial College,Bronze,Professional,Y,1.0,$110K - $130K,0.0,Fort West,0.95,13.8,12.8,1.0,0.0,6.0,Small Grocery,San Francisco,CA,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,In-Store Coupon,101.65
Meat,Deli,Food,4.98,2.3406,2.0,I Cant Believe It Sale,M,M,2.0,High School Degree,Golden,Professional,Y,4.0,$150K +,2.0,Lake,2.49,16.9,15.8,1.0,0.0,8.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Product Attachment,69.47
Candy,Snacks,Food,5.96,2.8012,2.0,Save-It Sale,S,F,2.0,Partial High School,Bronze,Skilled Manual,Y,1.0,$50K - $70K,0.0,Gulf Coast,2.98,19.3,17.2,1.0,0.0,24.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Daily Paper,81.79
Starchy Foods,Starchy Foods,Food,13.0,4.81,5.0,Shelf Clearing Days,M,M,5.0,Partial College,Golden,Professional,Y,3.0,$130K - $150K,5.0,Monarch,2.6,13.0,10.0,0.0,0.0,22.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,"Sunday Paper, Radio, TV",101.96
Dairy,Dairy,Food,11.85,4.503,3.0,Two for One,S,F,5.0,High School Degree,Normal,Manual,N,4.0,$50K - $70K,0.0,Even Better,3.95,15.9,13.8,1.0,1.0,7.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Product Attachment,59.83
Beer and Wine,Alcoholic Beverages,Drink,4.36,1.3516,2.0,Pick Your Savings,M,M,2.0,High School Degree,Bronze,Management,Y,2.0,$130K - $150K,1.0,Good,2.18,9.35,6.35,0.0,0.0,33.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,In-Store Coupon,83.51
Side Dishes,Deli,Food,4.65,1.6275,3.0,Price Savers,M,M,2.0,High School Degree,Bronze,Skilled Manual,Y,2.0,$30K - $50K,0.0,Cutting Edge,1.55,6.19,4.19,1.0,1.0,23.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Cash Register Handout,128.2
Frozen Desserts,Frozen Foods,Food,3.45,1.3455,3.0,Price Winners,S,M,2.0,Partial High School,Bronze,Manual,N,3.0,$30K - $50K,0.0,PigTail,1.15,16.6,14.6,1.0,0.0,14.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,Cash Register Handout,95.21
Frozen Desserts,Frozen Foods,Food,11.67,4.9014,3.0,Sales Days,M,M,2.0,Bachelors Degree,Bronze,Professional,Y,3.0,$50K - $70K,1.0,Golden,3.89,12.3,10.3,0.0,1.0,11.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,Bulk Mail,116.74
Meat,Deli,Food,11.76,5.5272,3.0,Unbeatable Price Savers,M,F,3.0,Bachelors Degree,Bronze,Professional,Y,2.0,$50K - $70K,0.0,Lake,3.92,19.4,16.3,1.0,1.0,17.0,Supermarket,Seattle,WA,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,Bulk Mail,66.78
Baking Goods,Baking Goods,Food,4.52,1.9436,2.0,Price Winners,S,F,1.0,Graduate Degree,Bronze,Professional,Y,2.0,$130K - $150K,0.0,Plato,2.26,15.7,14.6,1.0,0.0,35.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,"Sunday Paper, Radio",122.51
Beer and Wine,Alcoholic Beverages,Drink,1.66,0.5312,2.0,Tip Top Savings,M,F,1.0,Bachelors Degree,Bronze,Professional,Y,2.0,$110K - $130K,1.0,Walrus,0.83,15.7,13.6,0.0,0.0,35.0,Small Grocery,San Francisco,CA,22478.0,15321.0,4294.0,2863.0,1.0,0.0,0.0,0.0,0.0,Daily Paper,135.46
Vegetables,Canned Foods,Food,10.16,3.2512,4.0,Double Down Sale,M,F,2.0,Bachelors Degree,Bronze,Professional,N,1.0,$50K - $70K,2.0,Pleasant,2.54,19.9,17.8,1.0,0.0,25.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Radio,50.79
Vegetables,Produce,Food,9.96,4.6812,3.0,Three for One,M,M,0.0,High School Degree,Normal,Manual,Y,0.0,$10K - $30K,0.0,High Top,3.32,16.1,14.1,0.0,1.0,3.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,Product Attachment,122.47
Canned Soup,Canned Foods,Food,2.4,0.744,3.0,High Roller Savings,S,M,0.0,High School Degree,Bronze,Skilled Manual,N,4.0,$50K - $70K,0.0,Bravo,0.8,15.0,13.0,0.0,1.0,19.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Daily Paper,101.84
Snack Foods,Snack Foods,Food,6.84,3.3516,4.0,Sales Days,M,F,5.0,Partial High School,Bronze,Skilled Manual,Y,3.0,$50K - $70K,1.0,Nationeel,1.71,16.3,13.2,0.0,0.0,31.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,Bulk Mail,116.74
Paper Products,Household,Non-Consumable,8.9,3.026,5.0,Big Time Savings,S,M,3.0,High School Degree,Bronze,Manual,N,4.0,$30K - $50K,0.0,Sunset,1.78,11.6,10.6,1.0,0.0,31.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Radio,53.45
Snack Foods,Snack Foods,Food,7.74,3.6378,3.0,I Cant Believe It Sale,M,M,0.0,Partial High School,Normal,Manual,N,0.0,$10K - $30K,0.0,Fort West,2.58,17.1,14.1,0.0,1.0,26.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Product Attachment,69.47
Breakfast Foods,Frozen Foods,Food,8.1,3.726,3.0,Price Winners,M,M,2.0,High School Degree,Bronze,Professional,Y,1.0,$130K - $150K,0.0,Golden,2.7,21.3,18.2,0.0,1.0,25.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,"Sunday Paper, Radio",122.51
Snack Foods,Snack Foods,Food,5.13,1.539,3.0,Double Down Sale,M,F,5.0,High School Degree,Golden,Professional,Y,2.0,$150K +,2.0,Horatio,1.71,17.1,14.1,1.0,1.0,6.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,TV,95.74
Miscellaneous,Checkout,Non-Consumable,9.2,3.404,4.0,Savings Galore,S,M,4.0,Partial High School,Normal,Skilled Manual,N,1.0,$10K - $30K,0.0,Framton,2.3,20.7,19.7,1.0,0.0,8.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Sunday Paper, Radio",136.57
Starchy Foods,Starchy Foods,Food,7.83,3.2886,3.0,Save-It Sale,M,F,2.0,Bachelors Degree,Bronze,Management,Y,1.0,$50K - $70K,0.0,Discover,2.61,21.7,20.7,1.0,1.0,6.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Daily Paper,81.79
Specialty,Produce,Food,13.56,4.746,4.0,You Save Days,S,F,2.0,Bachelors Degree,Bronze,Management,N,3.0,$50K - $70K,0.0,Hermanos,3.39,17.4,15.3,1.0,1.0,11.0,Supermarket,Los Angeles,CA,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,Bulk Mail,131.81
Vegetables,Frozen Foods,Food,5.92,1.8944,2.0,I Cant Believe It Sale,S,M,1.0,High School Degree,Normal,Manual,Y,2.0,$10K - $30K,0.0,Golden,2.96,14.6,11.6,1.0,1.0,36.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,Product Attachment,69.47
Vegetables,Produce,Food,11.96,3.7076,4.0,Two for One,S,F,4.0,Bachelors Degree,Bronze,Professional,N,3.0,$50K - $70K,0.0,Ebony,2.99,12.4,10.3,1.0,1.0,30.0,Supermarket,Spokane,WA,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,"Daily Paper, Radio, TV",57.52
Beer and Wine,Alcoholic Beverages,Drink,5.36,2.5192,2.0,Price Destroyers,S,F,0.0,Bachelors Degree,Bronze,Professional,Y,2.0,$50K - $70K,0.0,Pearl,2.68,10.7,8.69,0.0,0.0,31.0,Supermarket,Portland,OR,20319.0,16232.0,2452.0,1635.0,0.0,0.0,0.0,0.0,0.0,Sunday Paper,121.44
Fruit,Canned Products,Food,11.2,5.264,4.0,Dollar Cutters,S,F,4.0,Partial High School,Bronze,Manual,Y,3.0,$30K - $50K,0.0,Applause,2.8,6.96,3.96,1.0,1.0,2.0,Deluxe Supermarket,Tacoma,WA,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,"Sunday Paper, Radio",136.74
Specialty,Produce,Food,7.59,3.3396,3.0,Two for One,M,M,2.0,Partial High School,Normal,Manual,Y,1.0,$10K - $30K,2.0,Hermanos,2.53,16.8,15.7,1.0,0.0,30.0,Gourmet Supermarket,Beverly Hills,CA,23688.0,15337.0,5011.0,3340.0,1.0,1.0,1.0,1.0,1.0,Daily Paper,68.97
Breakfast Foods,Frozen Foods,Food,11.48,3.6736,4.0,Tip Top Savings,M,M,0.0,High School Degree,Bronze,Manual,Y,3.0,$30K - $50K,0.0,Carrington,2.87,13.7,11.6,1.0,1.0,36.0,Deluxe Supermarket,Salem,OR,27694.0,18670.0,5415.0,3610.0,1.0,1.0,1.0,1.0,1.0,"Daily Paper, Radio, TV",54.9
